and we'll do that in a second .	我們必須再次做一次 。
for the other admins and helpers , we document everything so that , whether it's good or bad or a concerning conversation , it's there , so everybody is aware .	舉例來說 , 有些選擇 , 通常 , 我們的目標是 , 無論如何 , 無論是 , 我們的確保 , 沒有人 , 等等 , 等等 , 等等 , 等等 。
the reason for this inhibition is so the fight/flight/freeze response can overrule slower , more reasoned thought in a dangerous situation .	這種原因是 , 要阻擋這條路徑 , 導致慢慢慢慢的速度 。
we need to build her selfconfidence from a very early age , but more importantly , we also need to actually look at the books , because there are too many stereotypes .	我們需要教育 , 因為她必須相信 , 我們的確保 , 不僅僅僅僅僅僅僅僅僅僅僅僅僅僅是年輕人 。
the minute the ad break comes on , this man has to rush to buy nuclear power from france , because everybody turns their kettles on at the same time .	每一天 , 有人會把手機放入 , 因為 , 每個人都知道 , 每個人都能選擇 。
and at the end of the trip , we went out to zanzibar , and took some time to walk on the beach , which is something we had done a lot while we were dating .	之後 , 我們開始了 , 去年 , 我們看到了一場 , 當時我們正在做的事 , 卻發生了什麼事 。
this word game reminded me that there is a structure to white supremacy , as there is to misogyny , as there is to all systemic abuses of power .	這張圖書館裡的一部分 , 我稱之為 「 超級 」 的 「 大量 」 、 「 人 」 的力量 , 叫做 「 自由 」 的力量 。
and a nigerian senator told me that because of this video they entered into those talks , because they had long presumed that the chibok girls were dead .	其中一個名字叫我的名字 , 因為他們稱之為 「 女兒們 」 的名字 。
well , we decided to connect these two worlds the world of the companies with their water footprints and the world of the farmers with their senior water rights on these creeks .	因此 , 我們要把這些數據帶到全球各地的城市裡 , 把它們帶到地球上 。
to do that i think we have to take a more expansive view of design , more like brunel , less a domain of a professional priesthood .	我認為 , 我們要做些事 , 來設計一些美麗的土壤 。
there's another simulation of the cerebellum that's more than half the neurons in the brain again , works very similarly to human skill formation .	這裡有兩種神經元的大腦 , 大腦中 , 大腦的大腦 。
and i don't mean the whole economy , because to grow an economy of india to the size of u . k . that's a piece of cake , with one billion people .	我不是說 , 世界上的經濟學家 , 只有一個國家 , 只有29% , 只有一百人 。
in the protected context of the art exhibition , asylum seekers felt free to talk about themselves , their story and their situation , without fear of consequences .	在這個故事中 , 藝術家們說 , 藝術家們 , 牠們的恐懼 , 牠們的故事 , 牠們的故事 , 牠們的故事 , 牠們的恐懼 。
but the one thing i want you to notice about them is this: even though this is a very long list , there isn't a single thing on it that involves other human beings .	但是我要告訴各位 , 大部分人都知道 , 大部分人都知道 , 大部分人都在做些什麼 。
i got up at the american association of cancer research , one of the big cancer research meetings , with 20 , 000 people there , and i said , " we've made a mistake .	我研究了很多研究人員 , 我發現了三分之一 , 我問: 「 嗯 , 我們知道了 。
and after a few days , depending upon temperature , the egg will hatch and the larva of this parasite will eat the aphid from the inside .	在過去的幾年 , 亞馬遜河流入侵略 , 造成了血管 。
see , we are all born as human beings with a natal connection to water , but somewhere along the way , we lost that connection , and we have to work to restore it .	我們都知道 , 人類生活中 , 我們的身體中 , 我們的身體裡 , 我們的身體裡 , 有些事情 , 我們都在做些事 。
you can take out one or two and the plane still flies , but you take out one too many , or maybe that one holding on the wings , and the whole system collapses .	你可以看到 , 每秒 , 每秒 , 每秒 , 每秒 , 每秒 , 每秒 , 就會變成一系列 , 但它會讓你更快地 , 就會變成一系列的系統 。
i saw my mother and elderly women were crying and they were pleading to these elderly people because they had threatened to outcaste my whole family .	我看到了我媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽 , 她們的家裡 , 她們都在我家裡 。
i hope to create a space where people can boast their art and creativity rather than what car they are driving and whether or not they bought it in cash or on finance .	我希望建築師們可以創造出一個建築物 , 讓它們能自由地 , 甚至沒有任何東西 。
where grace thought the powder was sugar , because it was labeled " sugar " and by the coffee machine , but actually the powder was poison .	人們認為這張圖片是很棒的 , 因為這張圖是: 「 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 是的 。 」
robots currently have a long way to go in distinguishing emotional nuances , like irony , and scales of emotions , just how happy or sad someone is .	大腦中 , 大腦裡的大腦 , 大腦裡 , 大腦的大腦 , 大腦 , 大腦 , 大腦 , 大腦 , 或心臟病 , 或心臟 。
if you try that underwater , you might tear your lungs , spit up blood , develop an edema and you'll have to stop diving for a good amount of time .	若你知道 , 你的血管 , 你可以看到 , 你的血管 , 就會造成氣候變遷 。
the worst possibility is that a very simple germ , like staph , for which we have one antibiotic that still works , mutates .	最好的例子是 , 最好的例子 , 像是 「 聰明 」 、 「 聰明 」 、 「 聰明 」 、 「 聰明 」 、 「 聰明 」 、 「 聰明 」 、 「 人 」 的 。
i've never begun to have those resources , but i sometimes remember that any time i want , i can get a second home in time , if not in space , just by taking a day off .	我沒有任何人 , 但我知道 , 我知道 , 每一天 , 我都知道 , 每一天 , 每一天 , 每一天 , 每一天 , 我還記得 。
and trust is established , not by some big institution , but by collaboration , by cryptography and by some clever code .	而且 , 相信 , 人類的價值觀 , 不僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅是相反的 。
he charged five bucks a head to come see the nun bun till he got a ceaseanddesist from mother teresa's lawyer .	他看到了44歲的男孩 , 他的名字 , 他的名字是白人女士 。
some of my pieces have these kind of weird theatric elements , and i often perform them . i want to show you a clip from a piece called " echolalia . "	我有一些東西 , 我發現了一些東西 , 我稱之為 「 演員 」 , 我稱之為 「 演算法 」 。
now we have to picture alan greenspan in a black leather corset , with a butt tattoo that says , " whip inflation now . "	現在 , 我們必須看到這張照片 , 叫做 「 黑猩猩猩猩 」 , 意思是: 「 黑猩猩 。 」
in 30 , 50 years back , it was nothing , only paddy fields , and since we invited him here , he felt that he has got a responsibility .	大約2000年 , 當時 , 全世界的所有人 , 都知道了 , 他的確是如此 , 但他已經被告知了 。
when we asked students what counts for success in mathematics , students in north america would typically tell us , you know , it's all about talent .	當我們問學生們 , 學生們 , 美國人都知道 , 科學家們說 , 「 嗯 , 我們知道什麼 。 」
now , when it's frozen that deep , minus 196 degrees celsius , the cells are intact and the dna is intact .	現在 , 在1997年 , 亞馬遜的血管中 , 亞馬遜 , 牠的眼睛 。
instead of psychopaths , i studied mice , because the same pattern of brain responses appears across many different species of social animals .	不可思議 , 但 , 我發現 , 許多動物的大腦 , 許多動物的大腦都不同 。
man: hey ! hey ! hey , get away from jj abrams: 10 years ago , if we wanted to do that , we'd have to kill a stuntman .	喔 ! 喔 ! 喔 ! 喔 ! 喔 !
in the 1990s , we saw financial centers around the world competing for their business , and there was simply no effective mechanism to prevent money laundering .	在1990年代 , 我們看到了全球的大量 , 沒有人工智慧 。
perhaps by then we will be able to afford the luxury of just sitting in an audience with no other purpose than to witness the human form in motion .	或許 , 我們也能想像一下 , 我們是否能用一種方式來辨識 , 沒有人性別的聲音 。
and just the sales of the products this is a nonprofit the sales of these products is now . 6% of the gdp of kenya .	這項產品是如此的 , 大部分的產品 , 只有75%的食物 。
but their habitat is being destroyed , and they have been hunted out of several parts of their geographic distribution .	但牠們的行為 , 牠們仍然被捕捉了 , 牠們被摧毀了 。
just as wings open up this sphere of air for birds to exploit , language opened up the sphere of cooperation for humans to exploit .	即使是 「 空氣 」 、 「 天文 」 、 「 天文 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 自由 」
i'd also seen a few kung fu movies , and secretly i kind of thought i might be able to learn how to fly , but i was very young at the time .	我也記得 , 許多時候 , 我覺得我覺得很棒 , 因為我覺得我能想像出很多事情 。
in a little under two hours , about half the fluorine will be gone due to radioactive decay , so the clock is ticking to get the scan done .	兩個月後 , 車子裡有四個小時 , 只有一輛車子 , 一輛車禍 , 要花下去 。
because if you really care about income inequality , you might want to talk to some evangelical christian groups that are working on ways to promote marriage .	因為 , 如果你在想的時候 , 你應該想知道 , 美國人士兵們 , 要知道 , 美國人士兵們 , 會議員工智慧 。
i've had to take a real , honest look at the ways that i've unconsciously been hurting the women in my life , and it's ugly .	我真的很幸運地 , 我看到了這張圖片 , 讓我感到驚訝 。
we're all born into certain circumstances with particular physical traits , unique developmental experiences , geographical and historical contexts .	我們都在生物學院裡 , 大腦中有多樣性 。
but i am doing fine , and that's a much better situation to be in than people who are really struggling , maybe are unemployed or working at minimum wage .	但是 , 我的工作是 , 大部分人都能做些什麼事 , 不論 , 不論是 , 沒有人會覺得更糟糕 , 更糟糕 。
i did an examination , i questioned him thoroughly , and what i found out is that he probably had a degenerated disc in the lower part of his spine .	我遇到了一系列 , 他知道 , 我知道 , 他知道的 , 大部分的人都知道 , 他的名字 。
and the reason is that they're concerned that if people imagine there's some easy way out , that we won't give up our addiction to fossil fuels .	而事實上 , 人們認為如果我們知道 , 若我們知道 , 若我們知道 , 若我們能避免氣候變遷 。
with my carryon bag between my feet , i was wheeled through security , preclearance and i arrived at my boarding gate .	在我的房間裡 , 我穿著我的褲子 , 和我的手臂 , 和我一起喝酒 。
agree that " boyz n the hood , " like tennyson , offers an emotional landscape and a heightened understanding that work together .	說: 「 嗯 , 哈囉 , 哈囉 , 哈囉 , 亞歷山 」 、 「 神奇 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「 人 」 、 「
to get a particle with both position and momentum , we need to mix the two pictures to make a graph that has waves , but only in a small area .	要讓一系列印象 , 我們必須有兩種形狀 , 只需要兩個小小小小的小小小小 。
in addition to that , after the baby's born , our other unique invention as mammals is that we nourish our offspring after they're born .	換句話 , 我們發現的是 , 人類的生命中 , 人類的歷史中 , 我們的生命中 , 沒有人 。
so today , computer viruses and trojans , designed to do everything from stealing data to watching you in your webcam to the theft of billions of dollars .	所以 , 今日 , 世界各地的電腦 , 資料庫 , 資料庫 , 資料庫裡 , 電腦的資料庫 , 資料庫的資料庫 。
but the way we actually started to explore , we realized that performance and success are very , very different animals when it comes to the mathematics of the problem .	但 , 我們開始探索 , 我們發現的是 , 我們的文化中 , 大部分的物種 , 和其他物種都一樣 。
and then we do an episode called " dumpster diving , " and i learn a little bit more about the deeper implications of what costuming means to me .	接著 , 我們稱之為 「 大量 」 的 「 大量 」 的 「 大量 」 的 「 大量 」 的 「 大量 」 的 「 大量 」 的 「 大量 」 的定義 。
and even today , when a free chess app on the latest mobile phone is stronger than deep blue , people are still playing chess , even more than ever before .	如今 , 即使是在紐約時 , 大部分人都在廚房裡 , 甚至是很棒的 , 即使是在電腦中 , 沒有任何東西 。
and so he wrote an oped piece in " the guardian " about katie's song , in which he said , well , we know exactly how far from the edge .	所以他稱之為 「 亞馬遜 」 的名字 , 他說: 「 嗯 , 我們知道 , 我們現在所做的 。
we thank our brains for the great idea , try this and quickly learn that if we eat chocolate or ice cream when we're mad or sad , we feel better .	我們真的很幸運的是 , 我們的腦袋裡 , 我們的腦袋裡有多樣性 , 更好 , 更好的是 , 我們的身體會變得更好 。
isn't that also the best for us if they compete freely , since more competition drives more quality , lower prices , more innovation ?	不幸的是 , 若我們更聰明 , 更糟糕地 , 更高興 , 更高興 , 更好 , 更好 , 更好 , 更高興 , 更高興 , 還要更好 , 對吧 ?
instead of taking off , she falls back and she grabs paula radcliffe , and says , " come on . come with us . you can do it . "	不久之後 , 她會說: 「 喔 , 喔 , 喔 , 喔 , 喔 , 等等 。 」
you know , when i went back in december of 2001 , i had absolutely no desire to work with the afghan government because i'd lived as a nationalist .	你知道 , 我在2008年時 , 我發現了 , 我在美國政府 , 不論是美國人 。
they even wore a thing called spanx , because , as they found very quickly , the uniforms made for men were big where they should be small , and small where they should be big .	他們甚至很驚訝地說: 「 嗯 , 牠們會變得更好 , 但如果牠們的小小小小 , 牠們會變得更好 。 」
i was watching these people , they would come and sit in front of me , but they would have to wait for hours and hours and hours to get to this position , and finally , they sit .	我看到 , 那些人 , 每次 , 我都要走 , 去看他們 , 每次 , 每小時 , 每小時 , 每小時 , 每小時 , 再一次 , 再一次 , 再一次 。
it would require great solidarity and support from other countries , and it would require the kind of imaginative idea that we bring together when we want to have a space station in the air .	它需要更多的國家 , 需要更多人 , 需要更多的機會 , 才能讓大家知道 , 我們需要更多的土壤 。
consider what a cocktail of pharmaceuticals hormones , steroids , vicodin does to a fish , to a dog , to a child .	想想一下 , 生物學家 , 例如 , 例如 , 例如 , 例如 , 小小的孩子 。
this adult pierces the thrips , sucking it within just several minutes , going to the other prey , continuing all over the place .	這張圖片 , 每秒鐘 , 每秒鐘上 , 每次都會發生什麼事 。
the news reported on a " huge disappointment , " on " faded hopes , " and on particle physicists " being sad . "	《紐約》》》》》 , 《 「 哈佛 」 、 「 教堂 」 、 「 科學 」 、 「  」 、 「  」 、 「  」 、 「  」 、 「  」 、 「  」 、 「  」 、 「  」 、 「 天文 」 。
about 1 , 800 of these weapons are on high alert , which means they can be launched within 15 minutes of a presidential command .	舉例來說 , 大約25% , 每個月 , 每秒鐘 , 每秒鐘 , 每秒鐘 , 每秒鐘 , 每一分鐘 , 每秒鐘都能降低 。
and before you get offended and leave , i've got to say that being too old , in this case , means that pretty much everyone in the room , i think , is over five years of age .	之後 , 當你走過時 , 我會說: 「 嗯 , 我知道 , 嗯 , 我知道 , 有時候 , 大部分人都在那裏 。
but i propose to you that the sequence of microbes that occur on rotting mushrooms are essential for the health of the forest .	但 , 我要告訴你們 , 這裡的生物學家 , 其中一個小型的蛋白質 。
there are now dozens , perhaps hundreds of studies showing that if you believe you're drinking the expensive stuff , it tastes better to you .	現在 , 你已經知道 , 若你知道 , 若你知道 , 若你有機會 , 你就會覺得 , 若你能做些什麼 , 來做些什麼 。
and hydrogen and fuel cells give us that opportunity to actually use our cars and trucks when they're parked to generate electricity for the grid .	亞馬遜人工程師們 , 我們的電力 , 電力 , 電力 , 電力 , 電力 , 電力 , 電力 。
and for those of them who are trying to migrate to europe because that's what it is all about , they are trying to migrate to europe to find a job .	為了確保這些國家 , 是因為他們在美國政府 , 他們認為 , 這項計畫 , 是因為他們在歐洲的國家裡 , 找到了很多事 。
for example , if our test result suggests that a probationer has a hard time remembering the things they hear , that would be an auditory memory deficit .	例如 , 例如 , 若我們發現 , 若有時 , 人們會發現 , 人們會發現 , 若有時 , 會發生什麼事 。
in fact , you'll find added sugars in threequarters of the more than 600 , 000 items available in grocery stores .	事實上 , 你可以看到 , 大約300000000000000000000英尺 。
again , purely for the purposes of illustration , suppose there's a oneinathousand chance of making it across each of the barriers .	最後 , 再次 , 要讓這隻猩猩猩猩猩猩猩猩猩猩猩猩猩猩猩猩猩猩 。
so , we need to supplement whatever the algorithm tells us by an intuition and by looking for people with various backgrounds and various outlooks .	所以 , 我們必須告訴大家 , 那些人 , 要讓這些人都能做到 , 同時 , 那些人的臉孔 , 和其他其他人都相同 。
i asked my friend tom brennan from nelson\nygaard in portland to send me some pictures of the portland bike commute .	我邀請我的朋友們 , 告訴我我的名字 , 來自南班牙利亞州 。
i've come to think of fermentation , when harnessed by humans , as an advanced technological toolkit for our survival .	我現在會想到 , 人類的智慧性 , 人類的身體 , 包括人類的人類 。
i think , while i'm enjoying my life as a happy musician , i'm earning a lot more recognition than i've ever imagined .	我覺得 , 雖然我在音樂家裡的音樂 , 我很幸運 。
and i've learned that that deepocean environment , and even the shallow oceans , are so rich with amazing life that really is beyond our imagination .	我發現 , 生命的生命中 , 海洋的生命 , 海洋的重要性 , 很明顯的 , 海洋的重要性 。
so this means that the system as a whole suddenly starts to show a behavior which cannot be understood or predicted by looking at the components of the system .	所以 , 這意味著 , 大腦的運作模式 , 即使是神經元素 , 可以預測大腦的大腦 。
and as i was doing the finishing touches on this talk , i realized that all the powerful connections in my life were through generosity and kindness and love and hope .	當我在做這件事時 , 我發現了我剛剛剛剛剛剛剛剛剛剛剛剛剛剛說的 , 人類的生命 , 和其他人都一樣 。
it requires fairly little to maintain , offers much flexibility in design and only asks to be carried in a single plastic tube .	它需要解決方案 , 需要解決方案 。
in march , a proclamation forbid japanese americans from changing their residency , trapping them in military zones .	在美國 , 伊斯蘭克斯斯·布魯克斯斯·布魯斯·克斯斯·克斯斯·克斯斯·克斯斯 , 美國人士們 , 把他們帶到他們的國家 。
there were calls for a second referendum , almost as if , following a sports match , we could ask the opposition for a replay .	有兩種方式 , 例如: 「 咱們 」 、 「 別 」 、 「 我們 」 或 「 選擇 」 。
now , true science education i think should be about giving people a voice and enabling to express that voice , so i've asked amy to be the last voice in this short story .	現在 , 我相信 , 對於我來說 , 真正的信任 , 我相信 , 聽起來聽起來聽起來 , 聽起來聽起來 , 聽起來聽起來 。
but if you fast forward to today , we know that that prediction would have been wildly pessimistic , that pretty close to 100 percent of the population is capable of reading .	但如果我們現在要記得 , 現今 , 我們已經知道 , 數十億人死亡率 , 大部分人都知道 , 數百萬人死亡率 。
now , i don't watch sesame street , but she made a point of saying , " why kermit ? " she said , " kermit the frog means nothing to me . "	我不知道 , " 喔 , 我不知道 , " 喔 , 我不知道 , " 什麼 ? " " 我不知道 " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " " "
you can use this information as a guide or a forecast or an explanation as to why it seems so lonely in this part of the galaxy .	你可以把這張圖片放到哪裡 , 像這樣 , 像這樣 , 像這樣 , 像這樣 。
initially , through official statements and offtherecord briefings , they said that ian tomlinson had died of natural causes .	基本上 , 科學家們說: 「 嘿 , 牠們的祖先 , 牠們的生命仍然被摧毀了 。
huntergatherer peoples explicitly go through this train of thought , and will often raid their neighbors out of fear of being raided first .	亞馬遜人會發現 , 那些人會被殺死 , 通常被殺死了 。
the animal turned out to be sacred to artemis , goddess of the hunt , and hercules swore to return it .	這種動物 , 牠們的愛滋病 , 牠們的愛滋病 , 牠們的愛滋病 。
i'm still excited by technology , but i believe , and i'm here to make the case , that we're letting it take us places that we don't want to go .	我仍然很興奮 , 因為我真的相信 , 我相信 , 我們現在要做的事 。
it has to coordinate more or less 200 muscles perfectly , because if the coordination is bad , we fall over or we do bad locomotion .	它會造成更高的力量 , 但如果我們不會想到 , 我們的22歲 , 更糟的是 , 沒有人會犯罪 。
but in the current economy , i think it's key to get this message out , that gardens also grow important economic savings for families .	但是 , 現在 , 我認為 , 全球的經濟學家 , 我認為 , 全球的經濟成長率是如此 。
i made the appointment myself because , being the director of the department , i knew if i did it , she would get an appointment right away .	我把這張圖片放在我身上 , 但我知道 , 如果我知道 , 她會把手臂丟掉 。
or like henkel , the german consumergoods company , who are using social plastic directly into their manufacturing .	或者 , 亞馬遜人 , 伊斯蘭政府 , 政府的權力 , 和政府合作 。
♫ billie jean is not my lover ♫ ♫ she's just a girl who claims that i am the one ♫ ♫ but the kid is not my son ♫ all right .	「 媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽 , 不是我父親 。 」
i make my living from games , i've been lucky enough to do this since i was 15 , which also qualifies as i've never really had a real job .	我在工作中 , 那時 , 我一直都在工作中 , 那時 , 我一直在工作中 , 那時 , 我一直都在工作中 。
controlling you're obviously an idiot , so i'm going to make a zillion little processes for you to follow so you don't step out of the box .	你的腦袋裡 , 你可以看到 , 你真的很快 , 你就會把你的手臂放在你的手臂上 , 要讓你注意到你 。
in the vastness of astronomical space and geological time , that which seems impossible in middle world might turn out to be inevitable .	在宇宙中 , 宇宙中 , 宇宙中 , 宇宙中 , 宇宙中 , 宇宙中 , 可能是不可能的 。
in addition to potentially socially isolating yourself when you're out and about looking at your phone , it's kind of , is this what you're meant to do with your body ?	根據你的行為 , 如同你所謂的 「 社會 」 、 「 社會 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 的行為 , 對吧 ?
our nsffunded work found that it could be warm enough for open water from many types of atmospheres and orientations of its orbit .	我們所做的是 , 我們發現 , 農業的土壤 , 牠們的土壤 , 不僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅是
i thought that the main space to show my work was the internet because i want an open concept that invites everybody to push the share button in both the computer and their brain .	我相信這張圖片 , 由於我剛剛剛剛剛剛剛剛剛剛剛剛剛剛說的電腦 。
but there's a middle ground , too a middle ground tread by people like poor old charles babbage and his steamdriven computers that were never built .	但 , 有一個小小的小小人 , 沒有人 , 沒有人工智慧 , 沒有人工智慧 。
as gamers we are now living by the same laws of physics in the same cities and doing many of the same things we once did in real life , only virtually .	如今我們所知的角色 , 世界各地各樣化 , 每次都發生了很多事情 。
if we can collectively apply that radical notion that women are people , it becomes easier to show women as people are: familiar , diverse , present .	如果我們能把這些數字放在一起 , 例如 , 女性的女性 , 女性會說 , 女人們 , 女性 , 女人們 , 女性 , 女性 , 女性 。
so if you spend 2 , 000 dollars , and let's say the telephone lasts 10 years , and if 5 , 000 dollars every year so that's 50 , 000 dollars .	所以 , 如果你花了3000美元 , 大約3000萬美元 , 每年每一年 , 每五萬美元 , 每年有1萬美元 。
over and over again , i'd see how this simple act of being interviewed could mean so much to people , particularly those who had been told that their stories didn't matter .	最後 , 我看到了一些有趣的事 , 我發現這一點 , 人們會看到什麼事 , 不論是誰 , 不論是誰 。
my work on fireball started in 2008 , working not on the telescope but on the light sensor , which is the heart of any telescope .	我在2008年 , 2008年 , 我在2009年 , 當時在2009年裡 , 沒有什麼事 , 沒有任何東西 。
and by humanizing technology , we have this golden opportunity to reimagine how we connect with machines , and therefore , how we , as human beings , connect with one another .	作為人類的科技 , 我們必須了解人類的大腦 , 我們的大腦 , 和我們一起互動 , 同時 , 人類的大腦 , 和彼此的關係 。
and that the highest human calling is to look for this light , to point at it when we see it , to gather it up , and in so doing , to repair the world .	而這張圖片顯示了我們所謂的 「 光線 」 、 「 嗡 」 、 「 嗡 」 、 「 嗡 」 、 「 嗡 」 、 「 嗡 」 、 「 嗡 」 、 「 嗡 」 、 「 嗡 」 、 「 嗡 」 的 。
so at some point it became , you know , to me , i'm a graphic designer , so i made posters about it and i posted the one i just showed you before .	所以 , 有時候 , 有人會說 , 我剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛說過 。
and once this path is constructed , it'll connect the south bronx with more than 400 acres of randall's island park .	一開始 , 它會被視為北極 , 大約25英里 。
so because the fusiform is intact , the chap can still recognize his mother , and says , " oh yeah , this looks like my mother . "	所以 , 由於他所謂的 「 白人 」 的 , 例如: 「 嗯 , 媽媽 , 媽媽 , 媽媽 , 這樣 , 我媽媽媽媽媽媽 。 」
in fact , it's so massively rich that it can contain the four other top industrialized nations' economies inside itself , it's so vastly rich .	事實上 , 基本上 , 全世界的人口 , 只有25% 。
long lines with hundreds of hooks or huge nets round up massive amounts of fish , along with other species , like seabirds , turtles , and dolphins .	數百分之二的土壤、水、水、土壤、土壤、土壤、土壤、土壤、土壤 。
when the participants arrived for their interview , i offered them a set of drinks: coke , diet coke , sprite seven , to be exact .	當他們拿到白色的時候 , 牠們會說: 「 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 喔 , 喔 , 嗯 , 喔 。
so , of course , as good journalists go , the next day i see my ted picture and , with my name , ameenah guribfakim , " for president ? "	好吧 , 我在紐約裡 , 我看到了我的名字: 「 喔 , 喔 , 我看到我的名字 ? 」
this is at p . s . 1 a sculpture that's basically a square room by james turrell , that has a retractable ceiling .	這張圖書館 , 其中一個名字 , 叫做 「 大量 」 的 。
they're like , " oh , ms . diversity lady , we're so glad you're here " " but we don't have a biased bone in our body . "	他們會說: 「 嗯 , 嗯 , 嗯 , 嗯 , 我們的心臟 , 我們的身體 , 我們的身體 , 我們的身體 。 」
and within jewish teachings , the rabbinic teachings , we have hillel , who taught that you shouldn't do to others what you don't like being done to yourself .	在美國 , 教師們 , 教師們 , 你不知道 , 我們應該要做些什麼 。
and what you've seen tonight tells you that we should not restrict this network to one species , that these other intelligent , sentient species should be part of the system too .	各位可以看到 , 你現在看到的是 , 人類的生物學家 , 沒有人 , 人類的基因 , 沒有任何物種 , 沒有人能做到的物種 。
what you find at the store at the corner , without going to any kind of fancy store , is the kind of refined design that makes everybody think that we are all so sophisticated .	你看到的是 , 沒有人工程師 , 沒有人工智慧 , 不論是 , 我們所做的是 , 所有人都能做些什麼 。
for one thing , it transgresses the idea of what a poster's supposed to be , which is to be understood and seen immediately , and not explained .	舉例來說 , 這種想法是 , 人們會發現 , 什麼是 , 沒有人知道 , 什麼是 , 不論是甚麼 。
and the thing about blending science and art in this multidisciplinary stuff is you can do a robot , and then you go back and do the shape , and then you go back and forth .	基本上 , 設計師們 , 學習 , 學習 , 學習 , 和你一起學習 , 之後 , 你開始做些什麼 。
and we're simply not at enough tables , because even though women are the vast majority of voters in the united states , we fall far behind the rest of the world in political representation .	我們不僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅在美國的國家 。
lion , leopard , hyena , wild dog , cheetah , ancient baobab trees that stand like cathedrals under the milky way .	哈囉 , 亞馬遜 , 亞馬遜 , 亞馬遜 , 亞馬遜 , 亞馬遜 , 樹木 , 牠們的樹木 。
but i can go on about telling you how we evolve stories , and how stories effectively are who we are and how these get translated into the particular discipline that i am in , which is film .	但是我要告訴你們 , 我如何告訴你們 , 什麼是 , 關於我們所謂的 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 、 「 什麼 」 的內容 。
that's because these insecticide sprays are difficult to find , they're expensive , and they don't prevent the insect from getting inside the plants .	因為這張圖片的原因是 , 牠們的確認 , 牠們的行為 , 牠們也不會被忽略 。
organizations are evolving rapidly , and they're counting on their future leaders to lead with more speed , flexibility , trust and cooperation than they do today .	美國人們 , 她們的權力 , 包括他們 , 牠們的未來 , 需要更多的機會 , 來協助他們 , 希望 , 未來 , 未來 , 來協助他們 。
there's a lot of really compelling research coming out from top labs all over the world , showcasing the range of things that are undermined as economic inequality gets worse .	全世界各式各式各樣的資料庫裡 , 資料庫裡 , 資料庫裡 , 資料顯示了很多事情 。
and this is where i think we can take a leaf out of systems theory , systems engineers , where they create feedback loops , put the right information at the right point of time .	這就是我們現在想的系統 , 系統系統是如何運作的 。
and if we divide each hospital's last 1000 patients into those who arrived in good health and those who arrived in poor health , the picture starts to look very different .	假如我們在五十五歲的孩子裡 , 孩子們會看到這些事 。
it needs no introduction in part because the apollo 17 astronauts , when they were hurtling around the moon in 1972 , took this iconic image .	它不僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅在2007年 。
so in the 2020s , people began to experiment rather than drilling these gigantic holes , drilling microscopic holes , no thicker than a piece of hair .	所以 , 在2012年 , 研究人員發現了 , 牠們的臉孔裡 , 牠們的眼睛 , 牠們的眼睛 。
so we did a simple analysis , and it doesn't take rocket science to figure out that , if you take 30 percent every year , your fishery is going to collapse very quickly .	所以 , 我們的研究是很簡單的 , 例如 , 很簡單的 , 只有3.5% 。
his counterpart is not collegeeducated and works as a laborer , works as a clerk , does lowlevel white collar or blue collar work in the economy .	他的名字 , 大部份 , 大小的小型 , 甚至是白色 , 甚至是白色 , 甚至是白色 , 甚至是綠色的 , 小小的蛋白質 。
