and we'll do that in a second .	我們也要做了 。
after all , as a millennial , i have to take my phone out at least 200 times a day to check it , and in the process , drop it two to three times .	幾年前 , 我在我分享了 , 一年 , 我在一一年裡 , 一一年 , 一一年 , 一一年 , 一一年 , 不管了 。
it was the suggested syllabus for dealing with the applied arts and science at cambridge university in 1829 .	第二年 , 一一年 , 一一人 , 不管了 , 不管的 , 不管的 , 不管的 。
they look good . the problem has been that , what we did is we invested in traditional technologies because that's what we were comfortable with .	不管的是 , 不管的是 , 不管的是 , 不管 , 不管的 , 不管的 , 不管的 。
because schools are crucial places for children to become active citizens and to learn the skills and the tools that they need to change the world .	所以 , 這種人 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
i didn't know what the rules were , i'm a natural born scientist , i guess , or some kind of a throwback to the 17th century , whatever .	我說: 「 嗯 , 我會說: 「 嗯 , 不管 , 不管 , 不管 , 不管的 。 」
and there's nothing precedented in the history of technology development of this kind of selffeeding growth where you go by orders of magnitude every few years .	一旦 , 我們在這個國家中 , 我們發現了 , 我們有一千萬人 , 一一人 , 不管了 。
now , the folks at ted advised me that with a talk of this length , it's best to stick with just sharing one idea .	不管 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
we really would love to have suggestions from you folks on how to contact federal , state and local authorities to get them to do something .	我們能用這些東西 , 不管的是 , 不管的 , 不管的 , 不管的 , 不管的 。
interestingly , in nigeria , the plant is also known by other names , names associated with historical events , as well as myths .	所以 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
so it's time for spot to come back out , and we're going to demonstrate a little bit of mobility , dexterity and perception .	所以 , 若 , 我們會在這些人中 , 我們會做 , 不管 , 不管 , 不管 , 不管 , 不管 。
and i love that moment in this video , because before it became a shared experience , it was something that was maybe a little bit scary , or something that was at least confusing to her .	我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
bill koch is a florida billionaire who owns four of the jefferson bottles , and he became suspicious .	一千年 , 一一人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
this memory also extends to breeding territories and birthing areas , as well as which neighbors are friend and foe .	所以 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
and i was so nervous , because i thought he was going to be disappointed in me for abandoning our clients for some crazy idea .	我說: 「 嗯 , 我會說: 「 嗯 , 不管 , 不管 , 不管 , 不管 。 」
and it started because a local franchise owner found that when he served his mcdonald's on friday , nobody came .	幾年後 , 一個人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
the computers back up each other . there's a voting system if one computer is not agreeing with the other three , it's kicked out of the system .	第二旦 , 我們在一個人中 , 我們也能在這些人中 , 讓我們所用的 , 不管 。
now , so at this point , then , what i want to really emphasize to you , is that , first of all , dark matter and dark energy are completely different things , ok .	今天 , 我會說 , 不管的是 , 我們也要在這個人 , 讓我們在一個人中 , 不管的 。
as i prepared myself and my equipment for his imminent cardiac arrest , i began to tell the patient of his imminent demise .	我說: 「 嘿 , 我會說: 「 嘿 , 我會說: 「 嘿 , 不管 , 不管 , 不管 。 」
and the idea , their premise was that we wanted to show pieces of sculpture on the street , and there'd be no subjective decision about what was the best .	不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
in our campaign to knock columbus off his pedestal , we engaged in a visually provocative form of activism .	一旦 , 一旦 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
social media only amplified that state , by facilitating the spread of misinformation , rumors , echo chambers and hate speech .	更大的 , 不管的 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
it’s a still morning– unusually still , and the lack of wind is the latest in a series of troubling signs .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
but if a young learner can't understand anything in science and learns to hate it because it all sounds like this , that will ruin their chances of success .	但 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
one thing i might mention , most writers and i think it's an unfortunate thing they try to write something that they think a certain audience might enjoy .	我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
so for instance , if you're afraid of going to the doctor and getting stuck with a needle , we do microneedle arrays .	所以 , 若 , 我們會說: 「 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
in june of 2017 , i volunteered with a group at a local food pantry on the south side of my home city in atlanta , georgia .	在199年 , 我在195年 , 一一年 , 一一年 , 一一年 , 一一年 , 一一年 , 一一年 , 一一年 。
it was amazing to me how many people refused to take the long , meandering path to the left , and just cut through to the right , cut through the desire path .	不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的是 。
rustin was passed over for several influential roles in the 1960s and 70s , but he never stopped his activism .	第二年 , 一一年 , 一一人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
but the ones who are think that these sorts of human interactions involving kindness , care and empathy are an essential part of the job .	但 , 不管的是 , 不管的是 , 不管的是 , 不管的 , 不管的 , 不管的 。
but when i got to the top of the steps , i turned around dramatically and said , " oh , by the way , bill there is no santa claus . "	我說: 「 嘿 , 噢 , " 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
my mother described being a parent as something that makes your life far more amazing and far more difficult than you could've ever possibly imagined .	我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
and the rest of the tech world is not that much better and they've acknowledged it , but i'm not really sure what they're doing about it .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
the weeks before the dance , the house is in a flurry , and i don't know who's more excited , the staff or the kids .	第二年 , 我在一個朋友 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
as a result , city enthusiasts , they talk about the triumph of the city , of the creative classes , and the mayors that will rule the world .	一旦 , 我們在這個國家中 , 一個人都能在這個國家 , 讓我們所用的 , 不管 。
now that is a particularly that is a particularly adorable and articulate little boy , but what cristine discovered is this is actually quite typical .	不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
and yet , a surprising idea won the hearts and minds: we would reboot the country , and that second republic would have no army .	但 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
in the lab , we've observed tremendous synergies between chemotherapy and tumor treating fields .	第二旦 , 我們有一分化 , 讓我們在地球上 , 更容易 , 更容易 。
i lived in fear , and , to put it bluntly , was waiting for death to finally release me , expecting to die all alone in a care home .	我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
and one of the things that we can do to stop wars and to have peace is to make sure that the wealthiest countries in the world also help the developing countries .	現在 , 我們能用我們 , 我們在地球上 , 我們會在地球上 , 我們會在地球上 , 更容易 。
perhaps he was a jain monk , like bahubali over here , the gomateshwara bahubali whose image is not far from mysore .	所以 , 幾年 , 我在一一歲 , 我會說: 「 噢 , 噢 , 噢 , 噢 , 噢 , 噢 。
and it's not in the way that he was before , which was much better , and it's not in the way that churchy people try to tell me that he would be .	不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 。
these laptops , when a child opens them up , they communicate with every single child in the classroom , within that school , within that village .	第二年 , 一個人 , 一一年 , 一一人 , 一一人 , 不管 , 不管 , 不管 。
today , bigdata approaches are transforming everlarger sectors of our economy , and they could do the same in biology and medicine , too .	所以 , 我們在這個國家中 , 我們會在這些國家中 , 我們也能在這個國家中 , 更容易 , 不管 。
our political system remains the same for the past 200 years and expects us to be contented with being simply passive recipients of a monologue .	我們在地球上 , 我們在一個國家中 , 我們會在這個國家中 , 我們會在這個國家中 , 不管的 。
here's a concept with this: we are using the greenlab for a microgrid test bed for the smart grid concept in ohio .	不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
that's the point i decided to walk away from a career on wall street and start an entrepreneurial journey to start gro intelligence .	今天 , 我在這個朋友 , 一一年 , 我在一個人中 , 不管 , 不管 , 不管 。
they've done a lot of good for girls in these situations , and we ought to be thinking about how we can make that happen for boys too in their younger years .	不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
we signed the first panel just a few weeks after that , had a great signing ceremony , leading to people hopefully using these products across the world .	所以 , 一年 , 一旦 , 一旦 , 一旦 , 一旦 , 一一人 , 不管的是 , 不管的是 , 不管的是 。
it said that the pace of business was quickening and by the way , this was in 1986 and the most successful companies were flexible .	今天 , 一旦 , 我們在205年 , 一一年 , 一一年 , 一一年 , 一一年 , 不管了 。
in the past , we used to look at small data and think about what it would mean to try to understand the world , and now we have a lot more of it , more than we ever could before .	結果是 , 我們要在這個人中 , 我們也能在我們分享的 , 不管的是 , 我們也能改變 。
again , chiming with your view that china has a militarized regime ready to , you know , mobilize its enormous forces .	一旦 , 一旦 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
after a very bad stroke , his ageless soul watches the changes in the body with tenderness , and he is grateful to the people who help him .	一旦 , 一個人 , 不管 , 不管 , 我會說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
well , on the left is the imd , which is implantable medical device , and tonight in the tent you can see it they've exhibited it .	不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 。
bg: when the story came out first , last july , last year , you filed a criminal complaint with a german tribunal . why ?	幾年前 , 我說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
and i would suggest , then , that the formula for the next 10 , 000 startups is very , very simple , which is to take x and add ai .	我發現了 , 一年 , 一一年 , 一一人 , 不管 , 不管 , 不管 , 不管 , 不管 。
and i'm rather proud to say that this was found just near london , and that 55 million years ago london was full of mangroves .	我發現了 , 一十年 , 一十年 , 一十年 , 一十年 , 一一年 , 一一年 , 一一年 , 一一年 , 一一年 , 不管 。
so even though we've lost 30 percent of the colonies every year , the same number of colonies have existed in the country , at about 2 . 4 million colonies .	我們在195年 , 我們在205年 , 一十年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 , 一十年 , 一千年 , 一千年 , 一千年 , 一千年 ,
so , the nature of the building is that it looks at looking i mean that's its primary objective , both its program and its architectural conceit .	所以 , 我們會把這些人中 , 我們也能在我們分享的 , 不管的是 , 不管的是 , 不管的 。
and i went off on assignment and came back a week later , and father keane said , " i've got to talk to you about eunsook . "	我說: 「 嘿 , 我會說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
the other thing we discovered is that people like to work on things that are important , and so naturally , people sort of migrate to the things that are high priorities .	想想 , 我們會用這些東西 , 讓我們能做的 , 不管的 , 不管的 , 不管的 , 不管 。
so i'm saying that if you took every car in the world and put it into your onefoot box , you would have the density of one nucleus .	我說: 「 嗯 , 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
and here's the most phenomenal part of this , and for all of you who watch any sport event , you will see this phenomenon happen .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
it borrowed very heavily during the bubble period of the japanese economy , to invest in real estate .	第二旦 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
those with hyperopia , or farsightedness , have the opposite problem: light is focused too far beyond the retina .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
so , what we're trying to do at the national geographic , finally , is , we believe that politicians will never accomplish anything .	所以 , 我們在一個人中 , 我們會用這些東西 , 不管的 , 不管 , 不管 , 不管的 。
and so we're drawn to places that have good edges , and if you don't supply the edges , people won't want to be there .	所以 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
i was in the grips of real loneliness back then , but i was surrounded by people all day , so it never occurred to me .	我說: 「 嘿 , 我會說 , " 噢 , 不管 , 不管 , 不管 , 不管 。 」
i don't think it's enough to be able to put them on a spreadsheet , and look at numbers and say , yes , that's a good business .	我相信 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
this is a turkey in wisconsin on the premises of the ethan allen juvenile correctional institution .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
the brain says , " i need carbohydrates , " and what it does is seek out carbohydrates and particularly sugars .	不管 , 我會說: 「 嗯 , 噢 , 嗯 , 嗯 , 噢 , 不管的 。 」
three and fouryearolds will usually keep sorting the cards in the old way no matter how many times you remind them of what they should be doing .	一旦 , 不管的 , 不管的 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
be in the room , don't be afraid of talking to your adversaries , but don't bracket what happened before you entered the room .	不管 , 不管的是 , 我會說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
we've heard about your work with the kids and the exsteel workers , and we're inclined to want to support your desire to build a new building .	所以 , 若 , 我會說的是 , 一個人 , 一個人 , 不管的是 , 不管的是 , 不管的是 , 不管的是 。
it turns out that the 3 . 5 millionyearold bone that natalia had dug out of the high arctic belonged to . . .	一千年 , 一千年 , 一千個國家 , 一旦我們在地球上 , 更快的 。
executive function is our amazing ability to consciously control our thoughts , emotions and actions in order to achieve goals . . .	不管的是 , 不管 , 不管的 , 不管的 , 不管的 , 不管的 , 不管的 。
i built digital lady beetles and tried to learn from real lady beetles , just to do one thing: search for food .	我在一個人中 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
and what you can see here is the beginning of an industry in a test tube , a mining industry that is in harmony with nature .	所以 , 若 , 我們在一個人中 , 我們會在一個人上 , 不管的 , 不管的 。
if we looked in the visible , we wouldn't even know they were there , and they're thousands of times larger than the host galaxy .	但 , 若 , 我們會在這個國家中 , 我們會在這個國家中 , 我們會在這個國家中 , 我們會改變了 。
so as i mentioned earlier , women of color in this country didn't even get the right to vote until much further along than the rest of us .	我說: 「 嗯 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
we've exported this dream all over the world , so kids in brazil and china and even kenya inherit our insatiable expectation for more .	所以 , 一旦 , 我們有一千年 , 一一年 , 一個人都在一個人中 , 不管 , 不管的 。
for many years , swedish hip surgeons had the best results in the world , at least for those who actually were measuring , and many were not .	幾年 , 一個人 , 一個人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
and so when i think about the future , people will be thinking that sharing the ride with someone is this incredibly great social event out of their day .	但 , 我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
children being used , cynically exploited ; people dying in conflicts which i was supporting in the name of jihad .	一旦 , 一個人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
and all of a sudden this octopus appears , and now it flashes white , inks in my face and jets away .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
had eileen received the proper result , kathleen would have then been tested , and her ovarian cancer could have been prevented .	第二年 , 一一人 , 不管的是 , 不管 , 不管的是 , 不管 , 不管 , 不管 。
and suddenly they pulled out sheets of paper and were trying to figure out , " how do we survey the population of subsaharan africa ?	不管 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管了 。
i live in new york , and i've been working in advertising for ever since i left school , so about seven , eight years now , and it was draining .	我說: 「 嘿 , 我在一歲 , 一年 , 一年 , 一一年 , 一一年 , 一一年 , 一一年 。
and the way the surgeon uses this device is that he takes it and he presses it into the abdomen until it punctures through .	不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
it can be handy for a burst of extra energy and focus , like when you're playing a competitive sport , or have to speak in public .	不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
many were terrified of losing their home and their belongings , so they stayed back in the flood with no electricity and clean water .	第二旦 , 一個人 , 不管的是 , 不管的 , 不管的是 , 不管 , 不管 , 不管 。
the only accusation i ever heard leveled at him was when one of our clients said , " solly , you are pathologically helpful . "	克::我說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
for months , this man had been harassing them: knocking on their door , brandishing his gun on a couple of occasions .	幾年前 , 我在我的朋友 , 一一人 , 我會說: 「 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 ,
in this panoramic video , we've transformed the world which is in this case sussex campus into a psychedelic playground .	第二旦 , 一旦 , 一個人 , 一個人 , 不管 , 不管 , 不管 , 不管 , 不管 。
at night and on weekends , he experiments with dna alongside his kids , ages seven and nine , as a way to explore the living world .	幾年前 , 我發現了 , 一年 , 我在一一歲時 , 一一年 , 一個人 , 不管 , 不管 。
and this is why conventional advice to women in 40 years hasn't closed the gender gap at the top and won't close it .	一旦 , 我們有一千萬人 , 一一人 , 不管的是 , 不管 , 不管 , 不管 。
well , that process has been a little bit blurred by the fact that not all europeans are that welcoming , but that's another discussion .	不管的 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 。
but the feeling just kept getting worse , and i started to feel this pressure in my chest , sort of like the feeling when you get bad news .	但 , 不管的是 , 我會說: 「 嗯 , 不管 , 不管 , 不管 , 不管 。 」
i love this quote by lizzo , who said , " body positivity only exists because body negativity is the norm . "	我說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
[ " yo bitch " ] if you saw a tweet that only said this , you might think to yourself , " that looks like abuse . "	所以 , 我說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
i've helped them prepare their talks for prime time , and learned directly from them their secrets of what makes for a great talk .	我想要說: 「 嗯 , 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
especially if we have cites that are diverse and sustainable , and can support people of different ethnicities and different income groups .	不管的是 , 我們也能用這些東西 , 更容易 , 更容易 , 更容易 , 更容易 , 更容易 。
waves , on the other hand , are disturbances spread out in space , like ripples covering the surface of a pond .	不管的是 , 一個人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
if you're really bold , you may wish to experiment with entirely new ways of collaborating , in much the same way as the polymath project did .	但 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的是 。
environment includes energy consumption , water availability , waste and pollution , just making efficient uses of resources .	更大的 , 更容易 , 更容易 , 更容易 , 更容易 , 更容易 , 更容易 。
but most of us would agree that , actually , we don't want global corporations to be the guardians of truth and fairness online .	但 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
it's not a typical mindset for most americans , but it is perforce typical of virtually all hungarians .	不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
the trajectory of the network's activity cannot be easily explained by the simple local circuits described earlier .	不管的是 , 不管的 , 不管的 , 不管 , 不管 , 不管 , 不管 。
but you might not know that there are 20 space telescopes in orbit , missions that can each see part of the full spectrum of light .	但 , 不管的是 , 我們能用這些人 , 更容易的 , 不管的是 , 不管的 。
not surprisingly , a lot of the stuff is from neighboring caribbean countries , but the stuff is from everywhere .	不管的是 , 一個人都能用一個人 , 讓我們所用的 , 不管的 。
and so i hope that maybe i'll have an opportunity to kind of explore my rocketry passion at the same time that i explore my nuclear passion .	我說: 「 嗯 , 我會說: 「 嗯 , 不管 , 不管 , 不管 , 不管 。 」
at a certain point , we will build machines that are smarter than we are , and once we have machines that are smarter than we are , they will begin to improve themselves .	結果是 , 我們要用這些東西 , 讓我們來說 , 我們也能做 , 更容易 , 不管 , 不管 。
developments that have the potential to create positive returns for all concerned: the developers , government and the community where these projects go up .	更大的 , 一旦 , 我們有一千萬人 , 不管的是 , 不管的是 , 不管 , 不管 。
for data to remain once the device is turned off , it must be transferred into a longterm storage device , which comes in three major types .	更管的是 , 我們有一千萬人 , 我們會在這些國家中 , 我們也有更大的 。
it could be for the business case , because data shows diverse and inclusive teams will be more productive , more profitable and more innovative .	不管的是 , 我們也能用我們 , 我們也有更大的生物 , 更容易 , 更容易 , 更容易 。
the demand for this , the need for data to run better programs just within health not to mention all of the other fields in developing countries is enormous .	結果是 , 我們能用我們 , 我們能在地球上 , 我們會在地球上 , 更容易 , 更容易 。
what she was basically saying was that if i am ever in doubt , i need you to be there to restore my hope and to rebuild my certainty .	我說: 「 嘿 , 我會說: 「 嘿 , 不管 , 不管 , 不管 。 」
they wanted her whole , though they came fractioned , halfhearted , halfsoul , with no regards and no knowledge as to who she really was .	所以 , 一年 , 我在一一歲 , 我會說: 「 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 ,
to receive a prize from the university , and three days later , a pilot was flying over the landscape and found this thing .	一旦 , 一個人 , 一一年 , 不管 , 不管的是 , 不管 , 不管 , 不管 。
if you aren't , good ; if you are , even better , because by being persuaded , you would prove that you're a persuaded being .	但 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 。
the guards call them " balancers , " meaning they help balance out the racial numbers , in hopes of deflecting law suits .	第二旦 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
so if you look at joseph campbell's hero's journey , just in the front part , there were some really interesting insights there .	所以 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
they all experimented with negating the parallel postulate , only to discover that this gave rise to entire alternative geometries .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
i had a chance to go to florence , in i think it was '94 , and i saw ghiberti's " door of paradise . "	我說: 「 嘿 , 我會說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
i've come to understand the sentiments of george burns , who was performing still in las vegas well into his 90s .	我在一個人上 , 一一年 , 一一人 , 不管 , 不管 , 不管 , 不管的 。
and she's going to learn that this life will hit you hard in the face , wait for you to get back up just so it can kick you in the stomach .	但 , 我知道 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
and before he was arrested , he had murdered his grandparents , his mother and five coeds at uc santa cruz .	所以 , 一年後 , 我在一歲裡 , 我會說: 「 嘿 , 不管 。 」
one project is where we use basketball to help youth manage their emotions during 60second eruptions on the court .	一旦 , 一旦 , 一旦 , 一旦 , 一旦 , 一旦 , 不管 , 不管 , 不管 , 不管 , 不管 。
when i was seven years old , i remember watching television and seeing people throwing rocks , and thinking , this must be a fun thing to do .	我說: 「 嘿 , 我會說: 「 嘿 , 不管 , 不管 , 不管 , 不管 。 」
we found that violations of public drinkingwater standards are seven times more common in mtr areas versus nonmining areas .	我們在地球上 , 我們有一千億萬人 , 讓我們所謂的 , 不管 。
looks like a much prettier version of margaret thatcher , but without any of the soft bits in margaret's character .	不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
i'm influenced as much by the apple on the right as the next person , but the apple on the left i mean , look at that logo !	我說: 「 嘿 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
wealthy white men who have landed softly with their golden parachutes , following the disclosure of their terrible behavior .	所以 , 一個人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
it can be real time or it can be the time within the game , as is in animal crossing , where seasons follow each other at their own pace .	不管的是 , 我們也能在這個國家 , 讓我們所用的 , 不管的 , 不管的 。
so , soon enough , he was writing . he would finish his homework early got really addicted to finishing his homework early .	所以 , 我說: 「 嘿 , 一天後 , 我會說: 「 嘿 , 不管 , 不管 。 」
but a small number of them did , and they were mostly people who were otherwise ill whose immune systems were probably compromised .	但 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
so what all of these death row inmates had to do was rely on volunteer lawyers to handle their legal proceedings .	所以 , 這種人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
these drawings defy easy classification— suggesting , but never quite matching , any specific natural reference .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
we have shown in the lab that we can receive up to 50 megabytes per second from a standard , offtheshelf solar cell .	我們發現 , 我們在205年 , 一千年 , 一千年 , 一千萬人 , 一千年 , 一千年 , 一千年 , 不管了 。
indeed , thomas edison famously said , " i have not failed , i have found 10 , 000 ways that won't work . "	一旦 , 一天 , 一天 , 我會說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢
well , amongst the 100 who do have the disease , the test will get it right 99 percent of the time , and 99 will test positive .	所以 , 我們在195年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 。
" i feel tremendous grief and rage that i lost an essential , irreplaceable and formative time with my son .	我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
in the midst of the daunting challenges we face as a global community , there's something about this third way raga that is making my heart sing .	最管的 , 不管的是 , 最多人 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
and these are just a few examples of companies that are buying our plastic , replacing virgin plastic , to make their new products .	雖然 , 我們能在這些國家 , 讓我們在地球上 , 我們會改變 , 更容易 , 更容易 。
and they knew exactly what i was talking about , because they had either experienced it themselves or they'd read about it in great works of christian theology .	不管 , 我會說: 「 嗯 , 不管 , 不管 , 不管 , 不管 。 」
i mean , here she was , a young woman who was using a channel to talk about her experience just as i was , and yet i felt unsettled .	我說: 「 嘿 , 我說: 「 嘿 , 我會說: 「 噢 , 噢 , 不錯 。 」
this is also true , by the way , of the word " gender , " because a lot of people hear the word " gender " and they think it means " women . "	不管的是 , 我會說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
but luckily , as my favorite action hero , bob the builder , says , " we can do better . we can build this better . "	但 , 我說: 「 嗯 , 嗯 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。 」
in africanamerican social dances , we see over 200 years of how african and africanamerican traditions influenced our history .	在199年 , 一十年 , 一十年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 。
the papers could have run the headline , " 137 , 000 people escaped from extreme poverty yesterday " every day for the last 25 years .	幾年前 , 我在195年 , 一一年 , 一一年 , 一一年 , 一一年 , 一一年 , 一一年 , 一一年 。
in fact , you can lie in bed at night and swing from deep feelings of attachment for one person to deep feelings of romantic love for somebody else .	今天 , 不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 。
and so with the standard method , the cells do fire , they just don't fire in the normal firing patterns because they don't have the right code .	所以 , 我們在一個人中 , 我們會看到 , 不管 , 不管 , 不管 , 不管 , 不管 。
nothing which is true or beautiful or good makes complete sense in any immediate context of history ; therefore we must be saved by faith .	不管的是 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
the new view of mass extinctions is , yes , we were hit , and , yes , we have to think about the long term , because we will get hit again .	不管的是 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
most programmers in those days worked on mainframes , building things like inventory systems , payroll systems and billpaying systems .	第二年 , 我們在一個國家中 , 我們會在地球上 , 更大的 , 不管的 , 不管 。
though he had vowed to never surrender , quanah knew that without bison or horses , the comanches faced certain starvation in winter .	但 , 一旦 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
radar , sonar , helicopters , and spotter planes are all used to guide factory ships towards dwindling schools of fish .	第二年 , 一個人 , 一個人 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
