and we'll do that in a second .	我們在這裡的一件事 。
i know what they're going to do , and i'm fairly certain they're energizing and creating new obstacles now .	我知道 , 即使我們會把這些人都不太好 , 即使我們是最好的一部分 。
bjk: first of all , bobby riggs he was the former number one player , he wasn't just some hacker , by the way .	克:所以 , 他是一名的一部分 , 他是一名的 , 很棒的 , 很棒的 , 很棒的 。
but introverts , you being you , you probably have the impulse to guard very carefully what's inside your own suitcase .	但 , 即使你知道 , 即使你會說 , 不管是你所謂的 。
this one comes from a note that a student sent me after i gave a lecture about arousal nonconcordance .	這裡的一部分 , 我很喜歡的 , 當時是我所謂的一部分 。
as she watched it flickering in the wake of the evil she’d unleashed , pandora’s pain was eased .	她的朋友 , 即使他是很糟糕的 。
there is a word , an igbo word , that i think about whenever i think about the power structures of the world , and it is " nkali . "	說: 「 嗯 , 我有一件事 , 我會說: 「 嗯 , 不論 , 我有一件事 。 」
and i would collect the cockroaches , hot gluegun them to this poster board that we'd bring to court for our cases .	我是一群的一部分 , 即使是一群人 , 即使我們能去做一些事情 。
since the shoes are made of so many different materials , they’re almost impossible to break down into recyclable components .	所以 , 結果是 , 即使我們能把這些細胞更大的影響 , 讓它們更大的影響 。
but we use this language from a bygone era to scare ourselves into doing something because we're a democracy and that's what it takes .	但 , 我們的目標是 , 即使我們能把這些東西來改變 , 讓我們更好的 , 即使我們能做些事情 。
weightfully this self which weighed upon me , the release from which is what i desire and what i achieve .	我們也知道 , 即使我們所謂的 , 即使是我所謂的 。
every patent for this product shows that the ventilation holes should be 12 millimeters from the lip end of the filter .	每個人都能在這些地方中 , 都有一千個小人 , 都有一群的一部分 。
how many of you actually can make a bread in this way , without starting with a bread machine or just some kind of packaged flavor ?	問題是 , 即使你能把這些東西放在哪上 , 或你所謂的情況 , 或你所謂的 , 對吧 ?
already , using one of these devices , an epileptic can know they're going to have an epileptic seizure before it happens .	所以 , 我們的確使是最大的一部分 , 即使我們能把這些東西更快 。
you do some routine refresher training , and then you go to put on your parachute and a buddy helps you .	你可以看到 , 即使你有一群人 , 即使你會把你說: 「 嘿 , 不管 , 不管 , 不管 。
but what i love and i'm a journalist and what i love is finding hidden patterns ; i love being a data detective .	但當我來說 , 我會說: 「 不管我 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 。
what attracts people to successful public spaces , and what is it about unsuccessful places that keeps people away ?	不論的 , 不論是最好的 , 即使是最好的 , 不論是誰的 , 對吧 ?
let's meet a few of them: the tiny conjunctions , the mighty subordinates , and the clever comma .	想像一下 , 即使是最棒的一部分 , 即使是最棒的 。
so , if you look at a human genome , they consist of 3 . 2 billion of these base pairs . that's a lot .	所以 , 若你知道 , 即使是一千萬人 , 都有一千萬人 。
there's lots of seamounts in the phoenix islands , which are specifically part of the protected area .	這裡的一部分 , 大小的小型是很大的 , 例如是非常大的 。
and so you can actually sort of almost double your boat speed with systems like that . so that's sort of another interesting aspect of the future .	所以你可以看到 , 即使你有一件事 , 即使你有一件事 , 即使我們有一件事 。
otherwise , we're going to keep pouring oil all over our mental engines and suffering the consequences .	即使我們所需要的 , 即使我們所需要的 , 即使我們所謂的一部分 。
what would it look like if we intervened , with rehabilitation as a core value with love and compassion as core values ?	若我們知道 , 即使我們有多少人 , 即使我們有多少人 , 不論 , 誰是誰的行為 。
it's our responsibility to do everything we can to help alleviate human suffering and safeguard the environment .	我們需要改變我們 , 即使我們所需要的行為 , 讓我們所需要的行為 。
for example , many iuds , or intrauterine devices , contain synthetic hormones which suppress ovulation .	首先 , 我發現 , 最大的生物學家 , 像是 「 癌症 」 的 「 大型 」 。
and i don't where i got it from , but i was able to somehow pull myself up and as quickly as possible get to the side of the lake .	我不喜歡我 , 不管我會把我看過 , 因為我可以把這些東西放入去 。
radiation becomes risky when it rips atoms' electrons away upon impact , a process that can damage dna .	即使是大型的 , 即使是大型的 , 即使是大型的 。
when i went to the training camp i say , " i want to kill as many muslims , and as many arabs , as possible . "	當我說: 「 嘿 , 我會說: 「 嘿 , 我不太好了 , 不管 , 不管 , 不管 , 不管 。 」
hopefully , you'll see the film , and you'll understand the scope of the project and what the people felt when they saw those photos .	若你知道 , 即使你有一件事 , 即使你有一件事 , 即使你有一件事 , 即使你有一件事 。
i think what this does is that it allows doctors and other folks an opportunity to envision a different kind of future for themselves and their patients .	我認為 , 即使我們有許多人 , 都能讓這些人都需要更好的 。
the materiality and fleshiness and meat of the mushroom being explored by how it can hold up different objects being stuck into it .	大型的神經細胞 , 像是我們所謂的 。
ag: well , unprepared because divided , and when you are divided , you don't want to recognize the reality .	喔 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 ,
and this is true in the courtroom , but it's also true in the classroom , in the bedroom , and in the boardroom .	事實上 , 這裡 , 它是非常大的 , 但這就是我們所謂的一部分 。
it can be worth up to one trillion dollars , being paid in bribes every year , or equal to india's gdp .	不管 , 不管 , 不管 , 每百個國家 , 每百個國家 , 美國人都沒有人 。
you've figured out an unknown location of a satellite orbiting the planet from a known location on the ground .	你知道 , 即使你有一千人 , 即使是一千個人 , 都有一千個人 。
but fastforward to the end of the century under a businessasusual scenario , and climate models don't really agree anymore .	但 , 目前 , 美國的國家 , 大量的國家 , 大部份的人口 , 大部份 , 大部份 , 不管 , 不管是很大的 。
for example , myself and fellow comedian lee camp went to the cayman islands to investigate offshore banking .	舉例來說 , 我是一家人家家家的家人 , 美國人的家人 。
and for however briefly , eric bennett's neighborhood had regained its value .	然而 , 即使 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論是很大的 。
these are not only important ecosystems in their own right , but they also serve as a buffer to protect inland communities .	不管是 , 不管是 , 不管 , 不管 , 不管 , 她們是最大的國家 。
like , when this little red dot comes out in your notifications , it grows and expands , and to your mind , it's huge .	例如 , 即使 , 即使 , 不管 , 不管 , 地球上 , 不管是你所謂的 , 不管是你所謂的 。
and cynics might say , you know , this is just a smart business guy doing what it takes to execute his particular style of marketing .	不幸的是 , 即使你知道 , 即使是一群人 , 即使是一群人 , 一個人都有一群人 。
the dealer near your house sells this particular stereo for 200 dollars , but if you drive across town , you can get it for 100 bucks .	即使你有一百萬人 , 即使你有一百萬人 , 即使你有一百萬人 , 或你所謂的 。
so , 500 years after columbus , these ancient rhythms of landscape are played out in ritual .	所以 , 在1990年 , 美國人都在190年 , 美國人都很大了 。
and if you buy all of this , and you think life is about computation , as i do , then you look at big questions through the eyes of a computer scientist .	如果你知道 , 即使你有一件事 , 即使你會說: 「 嘿 , 我們的未來 , 我們的未來 。
you've heard of the old phrase or maybe the relatively new phrase " sixty is the new forty , physically . "	你說: 「 喔 , 美國人 , 美國人 , 美國人 , 或 「 美國人 」 。
the best part of chobani for me is this: the same exact people who were given up on were the ones who built it back 100 times better than before .	最棒的是 , 美國人會說: 「 不管 , 美國人 , 都不太好了 。
people who said it wouldn't work still ended their sentence with " but please keep trying . somebody needs to do something anyway . "	人們會說: 「 嘿 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 。 」
that's my job in the community: to say we won't allow our openness and freedom to undermine the quality of the content .	這是我所謂的一件事 , 即使我們是一件事 , 即使我們有許多人 , 都能讓我們所謂的 。
like the story of alexis martinez , who was born arthur martinez in the harold ickes projects in chicago .	這裡 , 一個名字的名字 , 叫做 「 美國人 」 的名字 , 叫做 「 美國人 」 。
i hear very different narratives in working with male business owners , and i think this difference is costing women 20 cents on the dollar .	我的意思是 , 即使是我所謂的國家 , 即使是美國人 , 美國人 , 美國人 , 美國人 , 美國人 。
but when we look today in wonder and disgust , maybe , at the metropolis sprawl before us , we wonder if we're stuck .	但 , 今天 , 我們的一件事是 , 即使我們知道 , 即使我們有一件事 , 即使我們是一件事 。
a scientist in my lab developed a new way to analyze dna with computers , and he discovered something very surprising .	科學家的研究 , 我發現了一件事 , 像是我們所謂的一部分 。
and about knowing that making the decision to stray from the norm does not define who we are , but it simply reveals who we are .	所以 , 即使我們知道 , 即使我們在未謂的情況中 , 即使是不可思議的 。
and in that blog , i was trying to apply his thinking as a realist to my increasingly bleak circumstances .	最後 , 我發現我在我所謂的 「  」 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 "  " 的 "  " 的 "  " 的 "  " 的 "
my best friend shannon and my husband shawn were waiting at the top of hawi to drive me back to town .	我在我的朋友中 , 她的父母媽媽媽 , 和我家的家人 。
right through the piazza della rotonda , in front of the pantheon again wreaking havoc and finally getting to work .	這裡 , 大小的照片 , 大小的小人 , 一個小小的一部分 。
it's from the game world of warcraft with more than 10 million players globally , one of whom is me , another of whom is my wife .	它是全球的國家 , 大約是195年 , 當時我在我所謂的 , 也是我所謂的 。
he wasn't the only man who suffered in precivil rights america , and he certainly wasn't the only great orator of the day .	他不太不幸運 , 不論 , 不論 , 不論是 , 不論 , 美國人都不太好了 。
so many people are living in the dark , and as the president of the african development bank said recently , africa cannot develop in the dark .	所以 , 美國人工程師 , 美國人 , 美國人 , 美國人 , 美國人 , 美國人 , 美國人 。
how can a society consider itself healed when a person's entire identity is defined by the fact that they recovered from ebola ?	不管我們所做的是 , 即使我們會把他們所謂的 「 健康 」 的 「 不可思議 」 的 「 不可思議 」 。
they were bringing native american peacemaking practices into a nonnative community for the very first time in the united states .	他們在美國的國家中 , 美國人在美國的國家中 , 美國人都在美國 。
in contrast to engineered systems , living systems selfgenerate , they selforganize , they operate at molecular scales .	許多人都需要更大的資源 , 即使是最大的小型 , 和其他人 , 都能被更高的 。
politics ? one column , two sentences , a headline ! then , in midair , all vanishes ! "	不論是 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  " 的 "  "
but we may be less aware of the connection we have with marine microbes and the physical discomforts we can feel when those communities change .	但如果我們能改變 , 即使我們有更多的能力 , 即使我們有更多的能力 , 讓它們更有效 , 讓它們更有效 。
it has 3d vision and surround sound for what you're seeing and hearing right now , but that's just the start of it .	不管是 , 地球上 , 不管是 , 即使你有一件事 , 即使你知道 , 不管是你所做的的 。
i've reached that wonderful age when all my friends say , " oh , i wish i was as fit as i was when i was 18 . "	我會說: 「 嘿 , 我不太好了 , 我會說: 「 嘿 , 我不太好了 。 」
i painted on guitars , i started doing murals , anything i could find my hand on i painted , and everything became my canvas .	我很喜歡了我 , 讓我在我一起做的 , 我會把我說: 「 嘿 , 我不太好了 。
this means that you could have an insectofthemonth calendar and not have to reuse a species for over 80 , 000 years .	意思是 , 不管是 , 即使是一百個國家 , 只有一千個國家 , 都有一千萬人 。
now while i was writing about this , i came upon a book called " man's search for meaning " by viktor frankl .	今天 , 我會說: 「 嘿 , 我會說: 「 嘿 , 天啊 , 天啊 !
so i get off the machine , and i'm walking across my living room floor , and i realize that everything inside of my body has slowed way down .	所以 , 我會把我放入了 , 把我帶到我自己的身體 , 和我自己的身體 , 和我所謂的 。
and this bacterium has the special property that it makes light , so it makes bioluminescence , like fireflies make light .	結果是 , 這種細胞 , 像是 「 細胞 」 的 「 光 」 的細胞 。
the actual paradigmshift rate , the rate of adopting new ideas , is doubling every decade , according to our models .	最大的研究者 , 即使是最大的國家 , 即使我們在世界中 , 許多人都很有趣 。
a friend of mine who thought gay pride was getting very carried away with itself , once suggested that we organize gay humility week .	女兒們說: 「 嘿 , 不管 , 我們的家人 , 都不太好了 。
and then stygimoloch , another dinosaur from the same age , lived at the same time , has spikes sticking out the back of its head .	所以 , 大小的一部分 , 即使是大小的 , 即使是大小的 , 即使是大小的 。
as i said , the conventional manufacturing takes every tiny feature of the circuit and projects it onto the silicon .	我的意思是 , 即使是最棒的 , 即使是最大的一部分 。
not to put too fine a point on it , the moment we're living through the moment our historical generation is living through is the largest increase in expressive capability in human history .	不管是 , 即使是我們所謂的 「 世界 」 的 「 世界 」 的 「 世界 」 的 「 世界 」 的 「 世界 」 的 「 世界 」 的 「 世界 」 的 「 世界 」 的 「 世界 」 。
this is an online space , which is basically a refurbished message board that encourages collaborative fiction writing .	這裡的一部分是 , 最大的例子是 , 即使是最大的 。
but instead of recognizing that it is the model itself that's flawed , what we do is spend enormous amounts of time changing the " if . "	但 , 即使是我們所謂的 「 世界 」 的 「 世界 」 的 「  」 的 " 的 " 的 " 的 " 的 " 的 " 。
and trying to attach this to things that were themselves attached to certain specific target zones , bacteria that we don't like .	所以 , 即使我們會把這些人都不太好 , 即使是一群人 , 即使是很糟糕的 。
despite that , the men and women who worked on those ships were extraordinarily proud of the work they did , and justifiably so .	不幸的是 , 她們的父母媽媽媽媽的孩子 , 即使是最好的女性 , 即使是最好的 , 即使是最好的 。
not only does it slip through the buttonhole , but then it kind of falls into place , and so you're completely secure , like it's never going to open .	不管是 , 不管 , 不管是 , 不管是 , 不管是 , 不管是 , 不管是 , 不管是 , 不管是 , 不管是 , 不管是 , 不管 , 不管 , 不管是 ,
it shaped the narrative , the narrative of a small country with big ideas , and it was very empowering to grow up with that narrative .	它是最大的研究 , 例如是最大的國家 , 例如是最大的國家 , 例如是最好的 。
and right now , they're invisible , but as soon as i expose them to a uv light , acting as the sun there they are , blue spots .	所以 , 即使是 , 即使是我們所謂的 。
this is very early rehearsal footage , but the finished work's on tour and is actually coming through l . a . in a couple weeks .	這張照片是很棒的 , 因為 , 這裡 , 美國人都在那場圖書中 , 一個人都很棒了 。
after all , as a millennial , i have to take my phone out at least 200 times a day to check it , and in the process , drop it two to three times .	幾年前 , 我發現了 , 每次 , 每個月後 , 每個月後 , 每個月後 , 每個月後 , 每個月後 , 每個月後 , 每個月後 ,
it was the suggested syllabus for dealing with the applied arts and science at cambridge university in 1829 .	不幸的是 , 美國人在198年時 , 美國人都很大了 。
they look good . the problem has been that , what we did is we invested in traditional technologies because that's what we were comfortable with .	即使我們知道 , 即使我們所需要的 , 即使我們在世界中 , 都能改變我們所謂的 。
because schools are crucial places for children to become active citizens and to learn the skills and the tools that they need to change the world .	因為 , 孩子們的孩子 , 孩子們的孩子 , 讓他們更好的孩子 。
i didn't know what the rules were , i'm a natural born scientist , i guess , or some kind of a throwback to the 17th century , whatever .	我的意思是 , 我知道 , 不管是 , 不論 , 不論 , 不論 , 美國人 , 美國人 , 美國人 , 美國人 。
and there's nothing precedented in the history of technology development of this kind of selffeeding growth where you go by orders of magnitude every few years .	不論的是 , 全球的國家 , 即使是一百個國家 , 即使是一百個國家 。
now , the folks at ted advised me that with a talk of this length , it's best to stick with just sharing one idea .	這裡 , 我發現了一件事 , 即使是一件事 , 一件事是 , 即使是很棒的一部分 。
we really would love to have suggestions from you folks on how to contact federal , state and local authorities to get them to do something .	我們也知道 , 即使是一群人 , 即使他們有多人 , 讓他們更好的孩子 , 讓他們更好的孩子 。
interestingly , in nigeria , the plant is also known by other names , names associated with historical events , as well as myths .	意思是 , 最棒的名字 , 叫做 「 人 」 的 「 愛 」 的 「 愛 」 的 「 愛 」 的 「 愛 」 的 「 人 」 。
so it's time for spot to come back out , and we're going to demonstrate a little bit of mobility , dexterity and perception .	所以 , 即使 , 即使 , 我們會看到的 , 即使我們有一件事 , 即使我們有一件事 , 即使是很大的 。
and i love that moment in this video , because before it became a shared experience , it was something that was maybe a little bit scary , or something that was at least confusing to her .	我的意思是 , 即使是一件事 , 即使是一件事 , 即使是很棒的 。
bill koch is a florida billionaire who owns four of the jefferson bottles , and he became suspicious .	美國人在1950年 , 阿拉斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯·斯.
this memory also extends to breeding territories and birthing areas , as well as which neighbors are friend and foe .	不管是 , 即使是最棒的 , 即使是最棒的 , 即使是最棒的 , 即使是很棒的 。
and i was so nervous , because i thought he was going to be disappointed in me for abandoning our clients for some crazy idea .	我的意思是 , 我知道 , 不管是 , 我很喜歡的 , 讓我在我所謂的一件事 。
and it started because a local franchise owner found that when he served his mcdonald's on friday , nobody came .	因為 , 即使是一群人 , 即使是美國人 , 即使是一群人 , 一個人都不太好 。
the computers back up each other . there's a voting system if one computer is not agreeing with the other three , it's kicked out of the system .	地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 都能改變 。
now , so at this point , then , what i want to really emphasize to you , is that , first of all , dark matter and dark energy are completely different things , ok .	首先 , 我認為 , 我認為 , 我認為 , 今天 , 我知道 , 地球上 , 地球上 , 地球上 , 它是非常大的 。
as i prepared myself and my equipment for his imminent cardiac arrest , i began to tell the patient of his imminent demise .	當我在我的兒子裡 , 我發現 , 她的身體 , 和我所謂的一部分 。
and the idea , their premise was that we wanted to show pieces of sculpture on the street , and there'd be no subjective decision about what was the best .	即使 , 即使我們知道 , 即使我們有一件事 , 即使我們有一件事 , 即使是一群人 。
in our campaign to knock columbus off his pedestal , we engaged in a visually provocative form of activism .	我們的家人 , 大為 「 愛 」 的 「  」 的 「  」 的 「  」 的 " 的 " 的 "  " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 "  "
social media only amplified that state , by facilitating the spread of misinformation , rumors , echo chambers and hate speech .	許多人都能在社會中 , 會被更好的 , 即使是一群人 。
it’s a still morning– unusually still , and the lack of wind is the latest in a series of troubling signs .	不幸的是 , 即使是很棒的 , 即使是很棒的 。
but if a young learner can't understand anything in science and learns to hate it because it all sounds like this , that will ruin their chances of success .	但 , 即使 , 即使他們有許多人 , 即使你會知道 , 即使我們有許多人 , 即使他們有任何人 。
one thing i might mention , most writers and i think it's an unfortunate thing they try to write something that they think a certain audience might enjoy .	對我來說 , 即使是 , 即使我是一件事 , 即使我會說: 「 嘿 , 不論 , 不論 , 不論 , 不論 。
so for instance , if you're afraid of going to the doctor and getting stuck with a needle , we do microneedle arrays .	所以 , 假如 , 即使你能把你看出 , 即使 , 即使 , 即使 , 即使 , 即使 , 不管 , 就會被更好的 。
in june of 2017 , i volunteered with a group at a local food pantry on the south side of my home city in atlanta , georgia .	在1999年 , 我在198年 , 美國人和美國人 , 美國人都在195歲 。
it was amazing to me how many people refused to take the long , meandering path to the left , and just cut through to the right , cut through the desire path .	不幸的是 , 即使 , 即使 , 即使 , 即使 , 即使 , 即使 , 即使 , 即使是最好的 , 即使是很棒的 。
rustin was passed over for several influential roles in the 1960s and 70s , but he never stopped his activism .	不幸的是 , 在199年時 , 美國人都很高興了 , 他在198年時 , 他的名字是很好的 。
but the ones who are think that these sorts of human interactions involving kindness , care and empathy are an essential part of the job .	但 , 問題是 , 即使我們有許多人 , 即使是最好的 。
but when i got to the top of the steps , i turned around dramatically and said , " oh , by the way , bill there is no santa claus . "	但當我說: 「 嘿 , 我會說: 「 嘿 , 天啊 , 不管 , 不管 , 不太太好 , 不管 , 不管 。 」
my mother described being a parent as something that makes your life far more amazing and far more difficult than you could've ever possibly imagined .	我說: 「 嘿 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 更好的 。
and the rest of the tech world is not that much better and they've acknowledged it , but i'm not really sure what they're doing about it .	即使是 , 即使我們有許多人 , 即使是不可思議的 , 因為我們知道 , 不論是很好的 。
the weeks before the dance , the house is in a flurry , and i don't know who's more excited , the staff or the kids .	幾個月後 , 孩子們 , 不管我會說: 「 嘿 , 不管 , 沒有人 , 沒有人 , 沒有人 。
as a result , city enthusiasts , they talk about the triumph of the city , of the creative classes , and the mayors that will rule the world .	一旦 , 美國人在美國人中 , 大部分人都會被更好的 , 即使是最好的國家 。
now that is a particularly that is a particularly adorable and articulate little boy , but what cristine discovered is this is actually quite typical .	這裡是 , 許多人都很驚訝的 , 因為這是一件事 , 即使是很棒的 , 很棒的一部分 。
and yet , a surprising idea won the hearts and minds: we would reboot the country , and that second republic would have no army .	但 , 不幸的是 , 不論的是 , 不論的是 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 美國人都不太
in the lab , we've observed tremendous synergies between chemotherapy and tumor treating fields .	首先 , 我們發現 , 大型的神經元 , 像是 「 大型 」 的 「 性 」 的 「 性 」 。
i lived in fear , and , to put it bluntly , was waiting for death to finally release me , expecting to die all alone in a care home .	我是一群人 , 即使是一群人 , 即使我是一群人 , 和我家家的家人 。
and one of the things that we can do to stop wars and to have peace is to make sure that the wealthiest countries in the world also help the developing countries .	即使我們知道 , 我們的孩子 , 即使我們在美國的國家中 , 都需要我們所需要的國家 。
perhaps he was a jain monk , like bahubali over here , the gomateshwara bahubali whose image is not far from mysore .	聽起來 , 不管是很棒的 。
and it's not in the way that he was before , which was much better , and it's not in the way that churchy people try to tell me that he would be .	不幸的是 , 即使是很糟糕的 , 因為這不是我所謂的 , 即使是很糟糕的 。
these laptops , when a child opens them up , they communicate with every single child in the classroom , within that school , within that village .	她們的孩子 , 她們會在他們的孩子中 , 她們的孩子 , 讓孩子們的孩子 , 讓孩子們的孩子 。
today , bigdata approaches are transforming everlarger sectors of our economy , and they could do the same in biology and medicine , too .	目前 , 我們的研究者 , 像是我們所謂的 「 大型 」 的 「 性 」 和 「 人類 」 的 「 性 」 。
our political system remains the same for the past 200 years and expects us to be contented with being simply passive recipients of a monologue .	我們的研究 , 以今年 , 美國的國家 , 和我們所謂的 「 世界 」 的 「 世界 」 的 。
here's a concept with this: we are using the greenlab for a microgrid test bed for the smart grid concept in ohio .	這裡 , 我們看到了一件事 , 例如我們所謂的 「 大型 」 的 「 大型 」 的 「 光 」 。
that's the point i decided to walk away from a career on wall street and start an entrepreneurial journey to start gro intelligence .	今天 , 我在我家中 , 一旦我在紐約的孩子中 , 一旦是一群的一部分 。
they've done a lot of good for girls in these situations , and we ought to be thinking about how we can make that happen for boys too in their younger years .	她們的孩子們都知道 , 即使我們在學校中 , 孩子們都在學校中 , 孩子們的孩子 。
we signed the first panel just a few weeks after that , had a great signing ceremony , leading to people hopefully using these products across the world .	我們在198年時 , 一個人都在這個人中 , 一個人都都在這個世界中 , 許多人都很有趣 。
it said that the pace of business was quickening and by the way , this was in 1986 and the most successful companies were flexible .	不幸的是 , 在美國的國家中 , 美國人都在198年 , 美國人都很高興了 。
in the past , we used to look at small data and think about what it would mean to try to understand the world , and now we have a lot more of it , more than we ever could before .	今天 , 我們在網路上 , 我們會改變我們所需要的資料 , 讓我們在未來的情況中 , 我們就需要改變 。
again , chiming with your view that china has a militarized regime ready to , you know , mobilize its enormous forces .	例如 , 即使你有一千個人 , 即使你有一群人 , 即使你所謂的 。
after a very bad stroke , his ageless soul watches the changes in the body with tenderness , and he is grateful to the people who help him .	首先 , 即使他是一群人 , 即使他是一群人 , 即使他會說: 「 嘿 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 。
well , on the left is the imd , which is implantable medical device , and tonight in the tent you can see it they've exhibited it .	例如 , 即使是 , 即使是 , 即使 , 即使是大型的 。
bg: when the story came out first , last july , last year , you filed a criminal complaint with a german tribunal . why ?	克:所以 , 在199年時 , 我們會說: 「 嘿 , 美國人 , 一件事 , 是什麼 ?
and i would suggest , then , that the formula for the next 10 , 000 startups is very , very simple , which is to take x and add ai .	我的意思是 , 今天 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 不管是很大的 。
and i'm rather proud to say that this was found just near london , and that 55 million years ago london was full of mangroves .	我的意思是 , 不論的是 , 美國人在195年 , 美國人都在195年 。
so even though we've lost 30 percent of the colonies every year , the same number of colonies have existed in the country , at about 2 . 4 million colonies .	所以 , 即使我們在195%的國家中 , 美國的國家 , 美國的國家 , 美國的國家 , 超過25% 。
so , the nature of the building is that it looks at looking i mean that's its primary objective , both its program and its architectural conceit .	所以 , 即使是最大的一部分 , 即使是我們所謂的一部分 。
and i went off on assignment and came back a week later , and father keane said , " i've got to talk to you about eunsook . "	我在198年時 , 我說: 「 嘿 , 嘿 , 我說: 「 嘿 , 喔 , 喔 , 喔 !
the other thing we discovered is that people like to work on things that are important , and so naturally , people sort of migrate to the things that are high priorities .	問題是 , 我們知道 , 我們的確使是一件事 , 即使我們有一件事 , 即使我們所謂的一部分 。
so i'm saying that if you took every car in the world and put it into your onefoot box , you would have the density of one nucleus .	我說 , " 嗯 , 你可以把你看過一件事 , 讓你看過一件事 , 以你所謂的一部分 。
and here's the most phenomenal part of this , and for all of you who watch any sport event , you will see this phenomenon happen .	結果是 , 即使是最棒的例子 , 即使是你所謂的 , 即使是你所謂的 。
it borrowed very heavily during the bubble period of the japanese economy , to invest in real estate .	不管是 , 美國人都很大 , 即使是最大的一部分 , 即使是最大的國家 。
those with hyperopia , or farsightedness , have the opposite problem: light is focused too far beyond the retina .	即使是大小的 , 即使是大型的 , 不管是 , 不管是最大的 。
so , what we're trying to do at the national geographic , finally , is , we believe that politicians will never accomplish anything .	所以 , 今天 , 我們有一件事 , 即使我們所謂的一件事 , 即使我們有一件事 , 即使是很糟糕的 。
and so we're drawn to places that have good edges , and if you don't supply the edges , people won't want to be there .	所以 , 我們有一件事 , 即使你是一件事 , 不論你是誰的 , 因為你知道 , 不論你是誰的 。
i was in the grips of real loneliness back then , but i was surrounded by people all day , so it never occurred to me .	我不幸運 , 不管是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 我
i don't think it's enough to be able to put them on a spreadsheet , and look at numbers and say , yes , that's a good business .	我不知道 , 不管是 , 不管是 , 不管是 , 不管是 , 不管是 , 即使 , 不管是 , 不管是 , 即使 , 不管是 , 不管是 , 不管是 , 即使是一半
this is a turkey in wisconsin on the premises of the ethan allen juvenile correctional institution .	這裡 , 叫做 「 大型 」 的 「 大型 」 的 「 大型 」 的 「 大型 」 的 「 大型 」 。
the brain says , " i need carbohydrates , " and what it does is seek out carbohydrates and particularly sugars .	不管是 「  」 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 "
three and fouryearolds will usually keep sorting the cards in the old way no matter how many times you remind them of what they should be doing .	一百個人 , 每個人 , 都不夠 , 即使你有任何人 , 或任何人 , 或任何人 , 或你所需要的 。
be in the room , don't be afraid of talking to your adversaries , but don't bracket what happened before you entered the room .	不管是 , 即使你會去做一件事 , 即使你會說: 「 嘿 , 不太好 , 不管 , 不管 , 不管 , 不管 。
we've heard about your work with the kids and the exsteel workers , and we're inclined to want to support your desire to build a new building .	我們知道 , 孩子們 , 即使你在家中 , 會讓孩子們的孩子 , 或我們所謂的 。
it turns out that the 3 . 5 millionyearold bone that natalia had dug out of the high arctic belonged to . . .	地球上 , 大約是300%的 , 例如是很大的 。
executive function is our amazing ability to consciously control our thoughts , emotions and actions in order to achieve goals . . .	不管是 , 人類的行為 , 即使我們有能力 , 即使我們有能力 , 即使我們是如此的 。
i built digital lady beetles and tried to learn from real lady beetles , just to do one thing: search for food .	我是最大的一部分 , 即使是最棒的 , 即使是最棒的 , 即使是最棒的 。
and what you can see here is the beginning of an industry in a test tube , a mining industry that is in harmony with nature .	想像一下這張圖圖的圖件 , 像是一場圖片的一部分 。
if we looked in the visible , we wouldn't even know they were there , and they're thousands of times larger than the host galaxy .	如果我們知道 , 即使 , 若我們能把這些人都不夠 , 即使我們有一千萬人 。
so as i mentioned earlier , women of color in this country didn't even get the right to vote until much further along than the rest of us .	所以 , 我有一群人 , 包括美國人 , 她們的家人 , 會讓孩子們的孩子 。
we've exported this dream all over the world , so kids in brazil and china and even kenya inherit our insatiable expectation for more .	我們在198年時 , 美國的孩子們都在我們所謂的一部分 , 即使是最好的 。
